card,tcg,ck_price,mp_price,ck_pct,mp_pct,units,origin,ck_cal,ck_cal_pct,band,mp_market,productId,has_direct,cheap_ship,direct_price,cheap_price,cheap_seller,mp_head
Coruscation Mage,2.01,2.29,1.04,13.930348258706482,-48.25870646766168,2227.0,live,2.061,-2.475621890547254,$2-5,,559072,True,1.49,0.99,0.99,,1.04
Emeritus of Truce,1.27,0.99,0.61,-22.047244094488192,-51.96850393700787,1960.0,live,0.891,-33.27244094488189,$1-2,,688984,True,1.49,0.94,0.94,,0.61
Mind into Matter,0.4,0.49,0.15,22.5,-62.5,2341.0,live,0.441,4.85999999999999,$0-1,0.48,688691,True,1.49,0.2,0.2,,0.48
Boggart Trawler,0.87,2.29,0.7000000000000001,163.2183908045977,-19.540229885057464,2703.0,live,2.061,125.31494252873566,$0-1,,552873,True,1.49,0.25,0.25,,0.7000000000000001
Namor the Sub-Mariner,7.76,12.99,6.7700000000000005,67.39690721649485,-12.757731958762877,2244.0,live,11.691,43.29175257731958,$5-10,9.15,668572,True,3.99,3.73,3.73,,9.15
Molten-Core Maestro,0.66,0.49,0.15,-25.75757575757576,-77.27272727272727,2493.0,live,0.441,-36.44848484848485,$0-1,0.35,686584,True,1.49,0.2,0.2,,0.35
Collective Resistance,1.29,2.99,1.15,131.78294573643413,-10.852713178294584,2489.0,live,2.6910000000000003,98.40620155038758,$1-2,1.36,552623,True,1.49,0.71,0.71,,1.36
Bruce Banner,6.42,9.99,5.72,55.60747663551402,-10.903426791277262,1860.0,live,8.991,33.2,$5-10,,668460,True,0.0,5.5,6.27,,5.72
Iron Man Armor,3.97,8.49,3.86,113.85390428211586,-2.770780856423182,2076.0,live,7.641,83.05894206549117,$2-5,4.29,697073,True,1.49,3.2,3.41,,4.29
Glaring Fleshraker,0.8,2.29,0.41,186.25,-48.75000000000001,3226.0,live,2.061,145.03,$0-1,0.74,552821,True,1.49,0.83,0.83,,0.74
Goldspan Dragon,6.17,7.49,5.63,21.393841166936795,-8.752025931928689,2075.0,live,6.7410000000000005,3.913128038897891,$5-10,5.42,687343,True,0.0,5.38,6.9,,5.42
"The Sentry, Golden Guardian",0.36,0.49,0.15,36.11111111111112,-58.333333333333336,2683.0,live,0.441,16.51111111111111,$0-1,0.35,668458,True,1.49,0.25,0.25,,0.35
Watery Grave,9.56,15.99,9.33,67.25941422594141,-2.405857740585778,1870.0,live,14.391,43.17405857740585,$5-10,9.28,638914,True,0.99,7.75,8.24,,9.28
Faerie Mastermind,11.92,15.99,10.6,34.144295302013425,-11.073825503355708,1949.0,live,14.391,14.827516778523494,$10-20,10.18,687365,True,1.31,9.8,10.73,,10.18
Overgrown Tomb,9.33,13.99,7.81,49.94640943193998,-16.29153269024652,1919.0,live,12.591000000000001,28.354126473740628,$5-10,8.38,656709,True,1.25,7.24,7.24,,8.38
Arcane Signet,0.69,0.99,0.44,43.478260869565226,-36.23188405797101,2706.0,live,0.891,22.81739130434783,$0-1,0.5,687531,True,1.49,0.47,0.47,,0.5
"Ozolith, the Shattered Spire",5.0,7.49,4.82,49.8,-3.5999999999999943,1915.0,live,6.7410000000000005,28.2288,$5-10,4.66,687556,True,0.5,4.51,5.45,,4.66
Moonshaker Cavalry,6.19,8.99,6.12,45.23424878836833,-1.130856219709213,2036.0,live,8.091000000000001,24.32051696284328,$5-10,6.06,687353,True,1.49,5.27,5.53,,6.06
Heroic Feast,0.3,0.49,0.15,63.33333333333334,-50.0,3346.0,live,0.441,39.81333333333333,$0-1,0.31,697048,True,1.49,0.19,0.19,,0.31
Ark of Hunger,0.36,0.49,0.15,36.11111111111112,-58.333333333333336,2078.0,live,0.441,16.51111111111111,$0-1,0.34,688665,True,1.49,0.2,0.2,,0.34
Enduring Vitality,16.73,17.99,14.5,7.531380753138063,-13.329348475791994,1755.0,live,16.191,-7.953138075313819,$10-20,16.67,578080,True,1.27,13.0,14.66,,16.67
Boltwave,2.52,3.49,1.04,38.4920634920635,-58.730158730158735,2451.0,live,3.1410000000000005,18.54920634920636,$2-5,1.63,591308,True,1.49,1.74,1.74,,1.63
"Storm, Windrider",0.45,0.49,0.15,8.888888888888884,-66.66666666666667,2395.0,live,0.441,-6.791111111111118,$0-1,0.25,696574,True,1.49,0.25,0.25,,0.25
Ephemerate,5.41,6.49,5.12,19.963031423290204,-5.360443622920518,2175.0,live,5.841,2.68835489833641,$5-10,5.59,191568,True,3.99,4.0,5.24,,5.59
Unexpected Windfall,3.46,4.99,2.85,44.21965317919076,-17.630057803468205,1793.0,live,4.4910000000000005,23.45202312138729,$2-5,3.17,243382,True,1.49,2.49,2.49,,3.17
Ripples of Undeath,5.91,9.99,5.41,69.03553299492386,-8.460236886632826,1704.0,live,8.991,44.694416243654814,$5-10,5.97,552866,True,1.0,4.0,5.0,,5.97
"Wolverine, Fierce Fighter",0.41,0.49,0.15,19.512195121951223,-63.41463414634146,2215.0,live,0.441,2.302439024390245,$0-1,0.25,696330,True,1.49,0.29,0.29,,0.25
Temple Garden,7.85,10.99,7.3,40.00000000000001,-7.006369426751591,1872.0,live,9.891,19.84,$5-10,7.44,656713,True,1.49,5.49,5.49,,7.44
"Captain America, Super-Soldier",3.83,6.99,2.65,82.50652741514361,-30.809399477806792,1915.0,live,6.291,56.225587467362914,$2-5,3.15,668456,True,1.49,2.25,3.36,,3.15
"Shang-Chi, Master of Kung Fu",9.99,17.99,10.3,80.08008008008007,3.103103103103108,1937.0,live,16.191,54.148548548548526,$5-10,10.38,697059,True,0.99,8.49,9.01,,10.38
Hallowed Fountain,7.03,9.99,5.21,42.10526315789473,-25.88904694167852,1893.0,live,8.991,21.64210526315788,$5-10,,656703,True,0.0,5.95,5.95,,5.21
Restoration Magic,2.21,2.79,1.12,26.24434389140272,-49.32126696832579,2038.0,live,2.511,8.06515837104073,$2-5,1.81,633737,True,1.49,0.85,0.85,,1.81
"Kutzil, Malamet Exemplar",4.49,3.99,2.5,-11.135857461024498,-44.32071269487751,1842.0,live,3.591,-23.932293986636967,$2-5,3.42,525618,True,1.49,2.45,3.07,,3.42
Sacred Foundry,10.13,14.99,9.37,47.976307996051325,-7.502467917078001,1835.0,live,13.491,26.667719644619936,$10-20,9.62,638912,True,0.99,7.99,8.25,,9.62
Brain Freeze,3.15,4.99,2.8000000000000003,58.412698412698425,-11.1111111111111,1689.0,live,4.4910000000000005,35.60126984126985,$2-5,3.15,689149,True,1.49,1.9,3.0,,3.15
Castle Doom,0.55,0.49,0.15,-10.90909090909092,-72.72727272727273,3071.0,live,0.441,-23.73818181818183,$0-1,0.5,696674,True,1.49,0.4,0.4,,0.5
Norman Osborn,17.64,18.99,17.6,7.653061224489783,-0.2267573696145076,1709.0,live,17.090999999999998,-7.848979591836737,$10-20,,651332,True,1.49,15.16,15.7,,17.6
Brotherhood Regalia,8.93,15.99,7.28,79.05935050391938,-18.477043673012314,1705.0,live,14.391,53.274804031355,$5-10,,556324,True,1.22,7.75,7.99,,7.28
Malevolent Rumble,0.34,0.99,0.15,191.17647058823525,-55.88235294117647,4635.0,live,0.891,149.2470588235294,$0-1,0.3,553328,False,1.49,,0.28,807066,0.3
Hardened Academic,0.42,0.49,0.15,16.666666666666668,-64.28571428571429,2568.0,live,0.441,-0.1333333333333345,$0-1,0.48,686540,True,1.49,0.25,0.25,,0.48
Breeding Pool,9.52,15.99,9.25,67.9621848739496,-2.8361344537815083,1755.0,live,14.391,43.77563025210085,$5-10,9.31,638910,True,1.5,7.5,7.5,,9.31
Helping Hand,0.24,0.35,0.15,45.83333333333333,-37.5,2262.0,live,0.315,24.83333333333333,$0-1,0.35,688861,True,1.49,0.11,0.11,,0.35
Command Tower,0.34,0.99,0.25,191.17647058823525,-26.470588235294123,2424.0,live,0.891,149.2470588235294,$0-1,0.25,687664,True,1.49,0.3,0.3,,0.25
Kaya's Ghostform,1.94,3.99,1.37,105.67010309278352,-29.381443298969064,1770.0,live,3.591,76.0536082474227,$1-2,,187181,True,1.49,1.0,1.0,,1.37
Weftstalker Ardent,0.7,2.29,0.4,227.1428571428572,-42.85714285714285,2076.0,live,2.061,180.03428571428572,$0-1,,641779,True,1.49,0.4,0.4,,0.4
Springheart Nantuko,5.59,7.49,3.9,33.98926654740609,-30.23255813953488,1685.0,live,6.7410000000000005,14.694812164579607,$5-10,4.91,552859,True,1.49,3.52,3.75,,4.91
Thraben Charm,0.33,0.59,0.15,78.78787878787877,-54.54545454545456,3676.0,live,0.531,53.04242424242421,$0-1,0.31,552284,True,1.49,0.25,0.25,,0.31
Abandoned Air Temple,5.99,9.99,5.73,66.7779632721202,-4.34056761268781,1805.0,live,8.991,42.76193656093488,$5-10,5.51,662801,True,0.0,3.7,5.2,,5.51
Firdoch Core,0.34,0.49,0.15,44.11764705882352,-55.88235294117647,3026.0,live,0.441,23.36470588235293,$0-1,0.36,671721,True,1.49,0.15,0.15,,0.36
Great Hall of the Biblioplex,0.76,0.49,0.15,-35.526315789473685,-80.26315789473684,2748.0,live,0.441,-44.81052631578948,$0-1,0.44,688085,True,1.49,0.26,0.26,,0.44
"Ares, God of War",0.31,0.49,0.15,58.06451612903225,-51.61290322580645,2100.0,live,0.441,35.30322580645161,$0-1,0.28,696626,True,1.49,0.2,0.2,,0.28
Swords to Plowshares,1.69,2.49,1.37,47.3372781065089,-18.93491124260354,2211.0,live,2.241,26.120710059171603,$1-2,1.34,624152,True,1.49,1.23,1.23,,1.34
Ba Sing Se,4.2,6.49,3.59,54.52380952380952,-14.52380952380953,1824.0,live,5.841,32.27238095238095,$2-5,3.95,662547,True,1.49,2.15,3.0,,3.95
Doctor Doom,3.59,6.49,2.08,80.7799442896936,-42.06128133704736,1771.0,live,5.841,54.747632311977725,$2-5,2.62,668462,True,1.49,2.7,3.5,,2.62
Red Hulk (Borderless),0.25,0.35,0.15,39.99999999999999,-40.0,1902.0,live,0.315,19.83999999999999,$0-1,,696663,True,1.49,0.22,0.22,,0.15
Virulent Emissary,1.35,1.79,0.15,32.59259259259258,-88.8888888888889,2064.0,live,1.611,13.499259259259254,$1-2,0.37,671053,True,1.49,0.59,0.59,,0.37
Monstrous Rage,0.23,0.35,0.15,52.17391304347825,-34.78260869565218,2323.0,live,0.315,30.260869565217373,$0-1,0.19,688887,True,1.49,0.12,0.12,,0.19
The Wind Crystal,6.23,8.49,5.15,36.2760834670947,-17.335473515248793,1589.0,live,7.641,16.652327447833052,$5-10,5.48,633117,True,1.49,4.0,4.0,,5.48
"Ral Zarek, Guest Lecturer",1.65,1.99,1.04,20.606060606060613,-36.96969696969696,1812.0,live,1.791,3.238787878787888,$1-2,1.41,686538,True,1.49,1.0,1.0,,1.41
Exotic Orchard,0.36,0.59,0.15,63.888888888888886,-58.333333333333336,2749.0,live,0.531,40.28888888888888,$0-1,0.19,687675,True,1.49,0.17,0.17,,0.19
Godless Shrine,8.64,12.99,7.52,50.34722222222221,-12.962962962962973,1709.0,live,11.691,28.6972222222222,$5-10,8.47,638911,True,0.99,6.44,6.44,,8.47
"Captain America, Wings of Freedom",0.34,0.49,0.15,44.11764705882352,-55.88235294117647,2182.0,live,0.441,23.36470588235293,$0-1,0.19,696625,True,1.49,0.24,0.24,,0.19
"Electro, Assaulting Battery",6.35,9.49,3.64,49.44881889763781,-42.677165354330704,1603.0,live,8.541,27.928188976377967,$5-10,5.74,651337,True,1.49,3.75,3.75,,5.74
Priest of Titania,0.56,1.29,0.35,130.35714285714283,-37.500000000000014,2516.0,live,1.161,97.18571428571428,$0-1,0.61,541278,True,1.49,0.5,0.5,,0.61
Ohran Frostfang,5.67,7.49,5.15,32.098765432098766,-9.171075837742498,1951.0,live,6.7410000000000005,13.07654320987654,$5-10,5.11,687548,True,0.0,4.55,5.84,,5.11
Sol Ring,1.64,2.79,1.43,70.1219512195122,-12.804878048780486,2520.0,live,2.511,45.62439024390245,$1-2,1.42,687542,True,1.49,1.5,1.5,,1.42
Impact Tremors,2.7,4.99,2.49,84.81481481481481,-7.777777777777777,1615.0,live,4.4910000000000005,58.20148148148148,$2-5,2.76,512663,True,1.49,2.34,2.34,,2.76
Land Tax,15.57,18.99,13.94,21.965317919075133,-10.468850353243422,1781.0,live,17.090999999999998,4.402312138728322,$10-20,13.38,687438,True,1.3,13.53,14.19,,13.38
Crop Rotation,3.57,4.49,3.12,25.770308123249315,-12.605042016806715,1610.0,live,4.041,7.65938375350141,$2-5,3.67,688886,True,1.49,2.99,2.99,,3.67
Pyretic Ritual,5.03,7.49,4.15,48.9065606361829,-17.495029821073555,1565.0,live,6.7410000000000005,27.464015904572552,$5-10,4.64,688919,True,1.49,3.61,4.89,,4.64
The Fire Crystal,6.09,8.49,5.1000000000000005,39.4088669950739,-16.256157635467968,1558.0,live,7.641,19.333990147783247,$5-10,5.82,633131,True,0.0,4.05,5.54,,5.82
Mystic Remora,8.55,11.99,6.5600000000000005,40.23391812865496,-23.27485380116959,1629.0,live,10.791,20.040233918128635,$5-10,,4815,True,1.49,4.59,4.75,,6.5600000000000005
Royal Treatment,0.26,0.35,0.15,34.615384615384606,-42.30769230769232,2159.0,live,0.315,15.230769230769218,$0-1,0.2,688935,True,1.49,0.1,0.1,,0.2
The Soul Stone,120.5,149.99,123.98,24.47302904564316,2.887966804979256,1503.0,live,134.991,6.548912863070553,$100-200,119.93,647302,True,0.0,99.99,117.0,,119.93
Skycoach Conductor,0.35,0.49,0.15,40.00000000000001,-57.14285714285714,2283.0,live,0.441,19.840000000000003,$0-1,,688971,True,1.49,0.19,0.19,,0.15
The Darkness Crystal,4.65,5.99,4.0600000000000005,28.81720430107526,-12.688172043010749,1545.0,live,5.391,10.26752688172042,$2-5,4.64,630862,True,1.49,3.4,4.39,,4.64
Zombify,0.2,0.35,0.15,74.99999999999997,-25.000000000000007,2048.0,live,0.315,49.79999999999998,$0-1,0.17,688948,True,1.49,0.1,0.1,,0.17
"Dina, Essence Brewer (Borderless)",3.23,3.49,1.82,8.049535603715178,-43.65325077399381,1828.0,live,3.1410000000000005,-7.509597523219804,$2-5,,686628,True,1.49,1.8,1.8,,1.82
Boomerang Basics,0.96,1.29,0.15,34.375000000000014,-84.375,2735.0,live,1.161,15.025000000000016,$0-1,0.3,662084,True,1.49,0.48,0.48,,0.3
Veil of Summer,3.87,6.49,2.99,67.70025839793283,-22.739018087855296,1589.0,live,5.841,43.551421188630485,$2-5,3.0,689366,True,1.49,2.48,3.85,,3.0
Deflecting Palm,3.14,2.79,1.97,-11.146496815286628,-37.261146496815286,1551.0,live,2.511,-23.941401273885347,$2-5,2.45,689394,True,1.49,1.95,1.95,,2.45
Malakir Rebirth,12.7,16.99,12.52,33.77952755905511,-1.4173228346456672,1568.0,live,15.290999999999999,14.515275590551177,$10-20,,222103,True,1.49,10.51,10.51,,12.52
Topiary Lecturer,0.28,0.35,0.15,24.999999999999982,-46.42857142857144,2261.0,live,0.315,6.999999999999981,$0-1,0.15,689518,True,1.49,0.15,0.15,,0.15
Agent Phil Coulson,0.33,0.49,0.15,48.48484848484848,-54.54545454545456,2083.0,live,0.441,27.10303030303029,$0-1,0.17,696254,True,1.49,0.15,0.15,,0.17
Harmonic Prodigy,3.39,5.49,3.11,61.94690265486725,-8.259587020648974,2076.0,live,4.941000000000001,38.62654867256637,$2-5,3.15,687475,True,1.49,2.8,3.4,,3.15
"Leader, Super-Genius",0.31,0.49,0.15,58.06451612903225,-51.61290322580645,2061.0,live,0.441,35.30322580645161,$0-1,0.2,696273,True,1.49,0.24,0.24,,0.2
The Eternity Elevator,2.48,3.49,1.56,40.72580645161291,-37.096774193548384,1827.0,live,3.1410000000000005,20.46129032258066,$2-5,2.26,641745,True,1.49,1.8,1.8,,2.26
"Thanos, the Mad Titan",2.15,2.49,0.91,15.813953488372109,-57.67441860465116,1681.0,live,2.241,-0.8632558139534843,$2-5,1.95,696328,True,1.49,1.87,1.87,,1.95
Stirring Hopesinger,0.31,0.49,0.15,58.06451612903225,-51.61290322580645,2381.0,live,0.441,35.30322580645161,$0-1,0.24,689077,True,1.49,0.11,0.11,,0.24
Avatar's Wrath,4.43,5.99,3.11,35.21444695259595,-29.79683972911964,1698.0,live,5.391,15.743566591422129,$2-5,3.74,661938,True,1.49,2.5,2.5,,3.74
Magmakin Artillerist,0.26,1.29,0.15,396.1538461538462,-42.30769230769232,1795.0,live,1.161,324.7076923076923,$0-1,0.24,616095,True,1.49,0.12,0.12,,0.24
Sol Ring,1.96,2.79,1.49,42.3469387755102,-23.97959183673469,2321.0,live,2.511,21.848979591836745,$1-2,1.62,687542,True,1.49,1.5,1.5,,1.62
Rogue's Passage,0.4,0.79,0.36,97.5,-10.000000000000009,1889.0,live,0.7110000000000001,69.06000000000002,$0-1,0.4,590880,True,1.49,0.36,0.36,,0.4
"Hawkeye, Young Avenger",0.28,0.59,0.15,110.71428571428568,-46.42857142857144,2450.0,live,0.531,80.37142857142852,$0-1,0.18,697022,True,1.49,0.1,0.1,,0.18
Basking Broodscale,0.2,0.35,0.15,74.99999999999997,-25.000000000000007,2430.0,live,0.315,49.79999999999998,$0-1,0.19,552176,False,1.49,,0.12,457987,0.19
Nyxborn Hydra,0.3,0.39,0.15,30.00000000000001,-50.0,2642.0,live,0.35100000000000003,11.280000000000012,$0-1,0.22,552872,True,1.49,0.22,0.22,,0.22
Starscape Cleric,0.74,1.99,0.33,168.91891891891893,-55.4054054054054,2073.0,live,1.791,130.1945945945946,$0-1,0.68,559653,True,1.49,0.6,0.6,,0.68
Withering Curse,0.99,1.29,0.5,30.303030303030308,-49.494949494949495,1767.0,live,1.161,11.539393939393952,$0-1,0.99,686541,True,1.49,0.75,0.75,,0.99
Vastlands Scavenger,0.34,0.49,0.15,44.11764705882352,-55.88235294117647,2019.0,live,0.441,23.36470588235293,$0-1,,689054,True,1.49,0.23,0.23,,0.15
"Ironheart, Clever Champion",0.36,0.49,0.15,36.11111111111112,-58.333333333333336,2406.0,live,0.441,16.51111111111111,$0-1,0.36,696655,True,1.49,0.25,0.25,,0.36
Banner of Kinship,7.59,10.99,6.140000000000001,44.79578392621871,-19.10408432147561,1574.0,live,9.891,23.94519104084321,$5-10,6.0,591203,True,0.99,5.0,5.7,,6.0
Zuran Orb,3.09,2.79,1.97,-9.708737864077664,-36.24595469255663,1601.0,live,2.511,-22.71067961165048,$2-5,,239837,True,1.49,2.22,2.22,,1.97
"Krang, Utrom Warlord",22.7,23.99,21.47,5.6828193832599085,-5.4185022026431735,1477.0,live,21.590999999999998,-9.535506607929523,$20-50,21.21,673653,True,0.0,15.59,20.49,,21.21
Strike It Rich,2.14,2.79,2.02,30.37383177570093,-5.607476635514024,1961.0,live,2.511,11.6,$2-5,2.43,240149,True,1.49,1.87,1.87,,2.43
"Mister Fantastic, Reed Richards",0.31,0.39,0.15,25.80645161290323,-51.61290322580645,3112.0,live,0.35100000000000003,7.69032258064517,$0-1,0.25,696275,True,1.49,0.15,0.15,,0.25
The Unbeatable Squirrel Girl (Borderless),13.79,13.99,11.43,1.450326323422778,-17.113850616388685,1445.0,live,12.591000000000001,-13.158520667150098,$10-20,,696314,True,0.0,11.4,13.25,,11.43
Demand Answers,0.39,1.49,0.19,282.05128205128204,-51.28205128205129,1862.0,live,1.341,227.03589743589737,$0-1,0.4,529983,True,1.49,0.33,0.33,,0.4
"Bitterthorn, Nissa's Animus",5.58,6.99,5.0,25.26881720430108,-10.394265232974911,1993.0,live,6.291,7.230107526881717,$5-10,5.01,687570,True,3.99,4.75,5.51,,5.01
Entish Restoration,3.14,4.49,2.87,42.99363057324841,-8.598726114649683,1507.0,live,4.041,22.40254777070064,$2-5,3.21,499221,True,1.49,1.19,1.66,,3.21
Unwind,1.16,1.99,1.01,71.55172413793105,-12.931034482758614,1745.0,live,1.791,46.84827586206898,$1-2,1.19,164359,True,1.49,0.8,0.8,,1.19
Angel's Grace,2.92,3.99,2.57,36.643835616438366,-11.986301369863018,1529.0,live,3.591,16.967123287671246,$2-5,2.6,689148,True,1.49,1.84,2.03,,2.6
Kozilek's Command,7.11,9.99,6.140000000000001,40.50632911392405,-13.64275668073136,2136.0,live,8.991,20.27341772151897,$5-10,6.01,552839,True,1.49,4.99,5.39,,6.01
The Water Crystal,3.3,4.99,2.75,51.21212121212123,-16.666666666666664,1512.0,live,4.4910000000000005,29.437575757575768,$2-5,3.35,633123,True,1.49,1.9,2.28,,3.35
"Wolverine, Fierce Fighter (Borderless)",5.11,4.49,3.27,-12.133072407045011,-36.00782778864971,1495.0,live,4.041,-24.785909980430528,$5-10,,696339,True,1.49,3.5,3.5,,3.27
Windswept Heath,11.36,14.99,10.94,31.954225352112687,-3.6971830985915486,1690.0,live,13.491,12.952816901408465,$10-20,11.3,541272,True,0.0,9.96,10.98,,11.3
Curiosity,1.68,1.99,0.7000000000000001,18.45238095238096,-58.33333333333333,1648.0,live,1.791,1.395238095238103,$1-2,0.71,509516,True,1.49,0.7,0.7,,0.71
Fix What's Broken,0.28,0.49,0.15,74.99999999999997,-46.42857142857144,2054.0,live,0.441,49.799999999999976,$0-1,0.29,689078,True,1.49,0.19,0.19,,0.29
Epic Fight,0.36,0.49,0.15,36.11111111111112,-58.333333333333336,2023.0,live,0.441,16.51111111111111,$0-1,0.27,697045,True,1.49,0.2,0.2,,0.27
Waterlogged Teachings,0.38,0.99,0.15,160.52631578947367,-60.526315789473685,1824.0,live,0.891,123.01052631578946,$0-1,,552646,True,1.49,0.24,0.24,,0.15
Six,5.43,7.99,4.16,47.145488029465945,-23.388581952117857,1465.0,live,7.191000000000001,25.95653775322284,$5-10,,552272,True,1.49,3.52,4.54,,4.16
"Emeria, the Sky Ruin",5.19,8.49,4.8,63.583815028901725,-7.514450867052033,1783.0,live,7.641,40.02774566473987,$5-10,4.78,687674,True,1.49,4.0,4.96,,4.78
Into the Flood Maw,2.78,4.49,2.03,61.51079136690649,-26.97841726618705,1776.0,live,4.041,38.25323741007196,$2-5,2.28,559137,True,1.49,1.75,1.75,,2.28
"Chameleon, Master of Disguise",0.81,0.79,0.18,-2.469135802469138,-77.77777777777779,2026.0,live,0.7110000000000001,-16.513580246913577,$0-1,0.44,651988,True,1.49,0.25,0.25,,0.44
Wistfulness,6.87,14.99,6.92,118.19505094614269,0.7278020378457034,1810.0,live,13.491,86.77496360989811,$5-10,8.5,671525,True,0.99,5.38,6.0,,8.5
Animate Dead,5.38,7.49,4.75,39.21933085501859,-11.710037174721188,1821.0,live,6.7410000000000005,19.17174721189591,$5-10,5.0,687375,True,0.0,1.0,5.85,,5.0
Pick Your Poison,0.27,0.35,0.15,29.62962962962961,-44.44444444444445,2092.0,live,0.315,10.962962962962948,$0-1,0.18,688893,True,1.49,0.05,0.05,,0.18
Jet Medallion,11.7,16.99,10.46,45.21367521367521,-10.598290598290586,1432.0,live,15.290999999999999,24.30290598290598,$10-20,10.83,552320,True,0.0,8.14,8.14,,10.83
Goblin Anarchomancer,0.75,2.29,0.31,205.3333333333333,-58.66666666666666,1629.0,live,2.061,161.36533333333333,$0-1,0.4,240412,True,1.49,0.48,0.48,,0.4
"Chimil, the Inner Sun",10.36,9.49,8.84,-8.397683397683391,-14.671814671814667,1907.0,live,8.541,-21.58841698841698,$10-20,8.25,671263,True,0.0,5.93,9.0,,8.25
Seize the Spoils,0.24,0.35,0.15,45.83333333333333,-37.5,2127.0,live,0.315,24.83333333333333,$0-1,0.26,687500,True,1.49,0.05,0.05,,0.26
"Haliya, Guided by Light",1.8,4.99,1.53,177.22222222222223,-15.0,1823.0,live,4.4910000000000005,137.30222222222224,$1-2,1.91,641728,True,1.49,1.05,1.05,,1.91
Origin of Metalbending,0.23,0.35,0.15,52.17391304347825,-34.78260869565218,2244.0,live,0.315,30.260869565217373,$0-1,0.18,661801,True,1.49,0.1,0.1,,0.18
Urza's Incubator,18.86,19.99,17.87,5.991516436903495,-5.249204665959695,1456.0,live,17.991,-9.271261930010612,$10-20,20.04,553302,True,0.0,15.66,17.35,,20.04
Enduring Tenacity,12.07,15.99,12.1,32.47721623860812,0.2485501242750568,1422.0,live,14.391,13.40049710024855,$10-20,12.49,562746,True,0.99,9.27,9.98,,12.49
Farewell,5.34,7.49,4.98,40.2621722846442,-6.741573033707855,1510.0,live,6.7410000000000005,20.06441947565543,$5-10,4.83,631183,True,0.0,3.11,5.37,,4.83
Polluted Delta,19.77,27.99,18.97,41.578148710166914,-4.0465351542741566,1751.0,live,25.191,21.19089529590288,$10-20,20.15,541274,True,3.99,10.3,10.3,,20.15
Burst Lightning,0.29,0.35,0.15,20.6896551724138,-48.27586206896552,2376.0,live,0.315,3.3103448275862064,$0-1,0.15,688866,True,1.49,0.01,0.01,,0.15
Mystic Sanctuary,1.72,2.79,0.87,62.2093023255814,-49.41860465116279,1554.0,live,2.511,38.851162790697686,$1-2,1.4,199417,True,1.49,0.94,0.94,,1.4
Pongify,3.4,4.99,1.56,46.76470588235296,-54.11764705882353,1474.0,live,4.4910000000000005,25.630588235294127,$2-5,2.39,688725,True,1.49,2.0,2.0,,2.39
Swan Song,9.86,13.99,0.26,41.88640973630833,-97.3630831643002,1662.0,live,12.591000000000001,21.454766734279936,$5-10,,642791,True,0.99,7.81,7.81,,0.26
South Wind Avatar,2.0,3.49,1.22,74.50000000000001,-39.0,1512.0,live,3.1410000000000005,49.372000000000014,$2-5,,673616,True,1.49,1.15,1.15,,1.22
"Daredevil, Man Without Fear",0.33,0.49,0.15,48.48484848484848,-54.54545454545456,1785.0,live,0.441,27.10303030303029,$0-1,0.24,696484,True,1.49,0.25,0.25,,0.24
